drug,disease
[14042],38496
[14320],27452
[14320],38496
[20432],27452
[20432],38496
[14383],27452
[14383],38496
[14019],27452
[14019],38496
[14023],27452
[14023],38496
[15107],30990
[15107],39208
[15107],83785
[15107],83786
[15107],33452
[14269],30990
[14269],39208
[14269],83785
[14269],83786
[14269],33452
[14914],30990
[14914],39208
[14914],83785
[14914],83786
[14914],33452
[14194],30990
[14194],39208
[14194],83785
[14194],83786
[14194],33452
[14955],30990
[14955],39208
[14955],83785
[14955],83786
[14955],33452
[14024],30990
[14024],39208
[14024],83785
[14024],83786
[14024],33452
[14849],30990
[14849],39208
[14849],83785
[14849],83786
[14849],33452
[14030],30990
[14030],39208
[14030],83785
[14030],83786
[14030],33452
[14028],30990
[14028],39208
[14028],83785
[14028],83786
[14028],33452
[14954],30990
[14954],39208
[14954],83785
[14954],83786
[14954],33452
[15003],30990
[15003],39208
[15003],83785
[15003],83786
[15003],33452
[14042],30990
[14042],39208
[14042],83785
[14042],83786
[14042],33452
[14320],30990
[14320],39208
[14320],83785
[14320],83786
[14320],33452
[14019],30990
[14019],39208
[14019],83785
[14019],83786
[14019],33452
[14740],30990
[14740],39208
[14740],83785
[14740],83786
[14740],33452
[15303],30990
[15303],39208
[15303],83785
[15303],83786
[15303],33452
[17524],30990
[17524],39208
[17524],83785
[17524],83786
[17524],33452
[14023],30990
[14023],39208
[14023],83785
[14023],83786
[14023],33452
[20194],30990
[20194],39208
[20194],83785
[20194],83786
[20194],33452
[15893],30990
[15893],39208
[15893],83785
[15893],83786
[15893],33452
[14269],35992
[14269],36562
[14269],83787
[14262],35992
[14262],36562
[14262],83787
[14158],35992
[14158],36562
[14158],83787
[14030],35992
[14030],36562
[14030],83787
[14028],35992
[14028],36562
[14028],83787
[15003],35992
[15003],36562
[15003],83787
[14042],35992
[14042],36562
[14042],83787
[14320],35992
[14320],36562
[14320],83787
[14227],35992
[14227],36562
[14227],83787
[14204],35992
[14204],36562
[14204],83787
[14019],35992
[14019],36562
[14019],83787
[14238],35992
[14238],36562
[14238],83787
[14340],35992
[14340],36562
[14340],83787
[14061],35992
[14061],36562
[14061],83787
[14023],35992
[14023],36562
[14023],83787
[14269],83788
[14269],32746
[14024],83788
[14024],32746
[14030],83788
[14030],32746
[14028],83788
[14028],32746
[15003],83788
[15003],32746
[14042],83788
[14042],32746
[14320],83788
[14320],32746
[14019],83788
[14019],32746
[14023],83788
[14023],32746
[20442],33601
[20462],33601
[14269],36433
[14024],36433
[14030],36433
[14028],36433
[15003],36433
[14042],36433
[14320],36433
[14019],36433
[14023],36433
[14269],33410
[14597],33410
[14024],33410
[14030],33410
[14028],33410
[15003],33410
[14042],33410
[14320],33410
[14019],33410
[15780],33410
[14023],33410
[14520],38024
[14520],39728
[14269],38024
[14269],39728
[18230],38024
[18230],39728
[14585],38024
[14585],39728
[14194],38024
[14194],39728
[14112],38024
[14112],39728
[14024],38024
[14024],39728
[14030],38024
[14030],39728
[14028],38024
[14028],39728
[15003],38024
[15003],39728
[14042],38024
[14042],39728
[14320],38024
[14320],39728
[14019],38024
[14019],39728
[20166],38024
[20166],39728
[14023],38024
[14023],39728
[15809],38024
[15809],39728
[19863],38024
[19863],39728
[14775],38024
[14775],39728
[20324],38024
[20324],39728
[16496],38024
[16496],39728
[14269],83789
[14024],83789
[14030],83789
[14028],83789
[15003],83789
[14042],83789
[14320],83789
[14019],83789
[14023],83789
[18416],83790
[14269],83790
[14283],83790
[14024],83790
[14030],83790
[14028],83790
[15003],83790
[14042],83790
[14320],83790
[14204],83790
[14019],83790
[14911],83790
[14023],83790
[20157],37888
[20157],83791
[20294],37888
[20294],83791
[15210],37888
[15210],83791
[15122],37888
[15122],83791
[20295],37888
[20295],83791
[17252],37888
[17252],83791
[15660],37888
[15660],83791
[14249],37888
[14249],83791
[17258],37888
[17258],83791
[16066],37888
[16066],83791
[16490],37888
[16490],83791
[17243],37888
[17243],83791
[15064],37888
[15064],83791
[17229],37888
[17229],83791
[14266],37888
[14266],83791
[14269],37888
[14269],83791
[17256],37888
[17256],83791
[15783],37888
[15783],83791
[17245],37888
[17245],83791
[14020],37888
[14020],83791
[14950],37888
[14950],83791
[17246],37888
[17246],83791
[16306],37888
[16306],83791
[20302],37888
[20302],83791
[15089],37888
[15089],83791
[20458],37888
[20458],83791
[14262],37888
[14262],83791
[14960],37888
[14960],83791
[14193],37888
[14193],83791
[15500],37888
[15500],83791
[14159],37888
[14159],83791
[14881],37888
[14881],83791
[14983],37888
[14983],83791
[15098],37888
[15098],83791
[14783],37888
[14783],83791
[14591],37888
[14591],83791
[14018],37888
[14018],83791
[15586],37888
[15586],83791
[14024],37888
[14024],83791
[20463],37888
[20463],83791
[14034],37888
[14034],83791
[16063],37888
[16063],83791
[14942],37888
[14942],83791
[14030],37888
[14030],83791
[14028],37888
[14028],83791
[15003],37888
[15003],83791
[14042],37888
[14042],83791
[14320],37888
[14320],83791
[17233],37888
[17233],83791
[17232],37888
[17232],83791
[17230],37888
[17230],83791
[14038],37888
[14038],83791
[15460],37888
[15460],83791
[14019],37888
[14019],83791
[16331],37888
[16331],83791
[14014],37888
[14014],83791
[20464],37888
[20464],83791
[14336],37888
[14336],83791
[15260],37888
[15260],83791
[17259],37888
[17259],83791
[17235],37888
[17235],83791
[18755],37888
[18755],83791
[14599],37888
[14599],83791
[15241],37888
[15241],83791
[15086],37888
[15086],83791
[14898],37888
[14898],83791
[17241],37888
[17241],83791
[20321],37888
[20321],83791
[14990],37888
[14990],83791
[17231],37888
[17231],83791
[14381],37888
[14381],83791
[15877],37888
[15877],83791
[14036],37888
[14036],83791
[15104],37888
[15104],83791
[15132],37888
[15132],83791
[15171],37888
[15171],83791
[14023],37888
[14023],83791
[19700],37888
[19700],83791
[14232],37888
[14232],83791
[15251],37888
[15251],83791
[20326],37888
[20326],83791
[20465],37888
[20465],83791
[15511],37888
[15511],83791
[14154],37888
[14154],83791
[17237],37888
[17237],83791
[14237],37558
[15594],83792
[15594],33077
[15594],29993
[15594],83793
[15594],83794
[15107],83792
[15107],33077
[15107],29993
[15107],83793
[15107],83794
[14269],83792
[14269],33077
[14269],29993
[14269],83793
[14269],83794
[14914],83792
[14914],33077
[14914],29993
[14914],83793
[14914],83794
[14955],83792
[14955],33077
[14955],29993
[14955],83793
[14955],83794
[14719],83792
[14719],33077
[14719],29993
[14719],83793
[14719],83794
[14024],83792
[14024],33077
[14024],29993
[14024],83793
[14024],83794
[14868],83792
[14868],33077
[14868],29993
[14868],83793
[14868],83794
[14849],83792
[14849],33077
[14849],29993
[14849],83793
[14849],83794
[14030],83792
[14030],33077
[14030],29993
[14030],83793
[14030],83794
[14028],83792
[14028],33077
[14028],29993
[14028],83793
[14028],83794
[15003],83792
[15003],33077
[15003],29993
[15003],83793
[15003],83794
[14042],83792
[14042],33077
[14042],29993
[14042],83793
[14042],83794
[14320],83792
[14320],33077
[14320],29993
[14320],83793
[14320],83794
[15315],83792
[15315],33077
[15315],29993
[15315],83793
[15315],83794
[14019],83792
[14019],33077
[14019],29993
[14019],83793
[14019],83794
[14604],83792
[14604],33077
[14604],29993
[14604],83793
[14604],83794
[14740],83792
[14740],33077
[14740],29993
[14740],83793
[14740],83794
[14275],83792
[14275],33077
[14275],29993
[14275],83793
[14275],83794
[17524],83792
[17524],33077
[17524],29993
[17524],83793
[17524],83794
[15154],83792
[15154],33077
[15154],29993
[15154],83793
[15154],83794
[14023],83792
[14023],33077
[14023],29993
[14023],83793
[14023],83794
[15893],83792
[15893],33077
[15893],29993
[15893],83793
[15893],83794
[14269],30892
[14269],39872
[20466],30892
[20466],39872
[20467],30892
[20467],39872
[14030],30892
[14030],39872
[14028],30892
[14028],39872
[15003],30892
[15003],39872
[14042],30892
[14042],39872
[14320],30892
[14320],39872
[14019],30892
[14019],39872
[20468],30892
[20468],39872
[16714],30892
[16714],39872
[20469],30892
[20469],39872
[20470],30892
[20470],39872
[14023],30892
[14023],39872
[20471],30892
[20471],39872
[14269],32967
[14024],32967
[14030],32967
[14028],32967
[15003],32967
[14042],32967
[14320],32967
[14019],32967
[14023],32967
[14435],33575
[14435],29113
[15332],33575
[15332],29113
[14329],33575
[14329],29113
[15331],33575
[15331],29113
[14320],36436
[14320],36347
[14269],83795
[14024],83795
[14030],83795
[14028],83795
[15003],83795
[14042],83795
[14320],83795
[14019],83795
[14023],83795
[15107],35650
[15107],83796
[15107],35970
[15107],32531
[15107],36458
[15107],30447
[15107],35651
[14269],35650
[14269],83796
[14269],35970
[14269],32531
[14269],36458
[14269],30447
[14269],35651
[20473],35650
[20473],83796
[20473],35970
[20473],32531
[20473],36458
[20473],30447
[20473],35651
[14194],35650
[14194],83796
[14194],35970
[14194],32531
[14194],36458
[14194],30447
[14194],35651
[14955],35650
[14955],83796
[14955],35970
[14955],32531
[14955],36458
[14955],30447
[14955],35651
[14024],35650
[14024],83796
[14024],35970
[14024],32531
[14024],36458
[14024],30447
[14024],35651
[14868],35650
[14868],83796
[14868],35970
[14868],32531
[14868],36458
[14868],30447
[14868],35651
[14849],35650
[14849],83796
[14849],35970
[14849],32531
[14849],36458
[14849],30447
[14849],35651
[14030],35650
[14030],83796
[14030],35970
[14030],32531
[14030],36458
[14030],30447
[14030],35651
[14028],35650
[14028],83796
[14028],35970
[14028],32531
[14028],36458
[14028],30447
[14028],35651
[15003],35650
[15003],83796
[15003],35970
[15003],32531
[15003],36458
[15003],30447
[15003],35651
[14042],35650
[14042],83796
[14042],35970
[14042],32531
[14042],36458
[14042],30447
[14042],35651
[14320],35650
[14320],83796
[14320],35970
[14320],32531
[14320],36458
[14320],30447
[14320],35651
[14019],35650
[14019],83796
[14019],35970
[14019],32531
[14019],36458
[14019],30447
[14019],35651
[14275],35650
[14275],83796
[14275],35970
[14275],32531
[14275],36458
[14275],30447
[14275],35651
[16226],35650
[16226],83796
[16226],35970
[16226],32531
[16226],36458
[16226],30447
[16226],35651
[17524],35650
[17524],83796
[17524],35970
[17524],32531
[17524],36458
[17524],30447
[17524],35651
[14023],35650
[14023],83796
[14023],35970
[14023],32531
[14023],36458
[14023],30447
[14023],35651
[15893],35650
[15893],83796
[15893],35970
[15893],32531
[15893],36458
[15893],30447
[15893],35651
[14269],33576
[14024],33576
[14030],33576
[14028],33576
[15003],33576
[14042],33576
[14320],33576
[14019],33576
[14023],33576
[14269],39546
[14269],32563
[14024],39546
[14024],32563
[14030],39546
[14030],32563
[14028],39546
[14028],32563
[15003],39546
[15003],32563
[14042],39546
[14042],32563
[14320],39546
[14320],32563
[14019],39546
[14019],32563
[14023],39546
[14023],32563
[15288],36298
[15288],83798
[19250],36298
[19250],83798
[15804],36298
[15804],83798
[16559],36298
[16559],83798
[15288],33653
[15429],33653
[15134],33653
[20474],33653
[15288],33294
[15288],36724
[15033],33294
[15033],36724
[14269],33294
[14269],36724
[14791],33294
[14791],36724
[14955],33294
[14955],36724
[14024],33294
[14024],36724
[14030],33294
[14030],36724
[15003],33294
[15003],36724
[14320],33294
[14320],36724
[14019],33294
[14019],36724
[14740],33294
[14740],36724
[14948],33294
[14948],36724
[14275],33294
[14275],36724
[16227],33294
[16227],36724
[15363],33294
[15363],36724
[14023],33294
[14023],36724
[15671],33294
[15671],36724
[15893],33294
[15893],36724
[14467],33294
[14467],36724
[15288],32589
[14275],32589
[15288],83799
[15288],37743
[20475],83799
[20475],37743
[14382],83799
[14382],37743
[20476],83799
[20476],37743
[15043],83799
[15043],37743
[14375],83799
[14375],37743
[15028],83799
[15028],37743
[14662],83799
[14662],37743
[15072],83799
[15072],37743
[15277],83799
[15277],37743
[14184],83799
[14184],37743
[15392],83799
[15392],37743
[15655],83799
[15655],37743
[15042],83799
[15042],37743
[15725],83799
[15725],37743
[15864],83799
[15864],37743
[14443],83799
[14443],37743
[15811],83799
[15811],37743
[20253],83799
[20253],37743
[15040],83799
[15040],37743
[14714],83799
[14714],37743
[15235],83799
[15235],37743
[15038],83799
[15038],37743
[15288],83800
[20416],83800
[15889],83800
[15277],83800
[20477],83800
[14484],83800
[15817],83800
[20478],83800
[14218],83800
[14996],31395
[15433],31395
[15108],31395
[16303],31395
[15677],31395
[14331],31395
[14539],31395
[14971],31395
[14305],31395
[15557],31395
[14541],31395
[14188],33474
[14188],37797
[14188],83801
[15326],33474
[15326],37797
[15326],83801
[15299],33474
[15299],37797
[15299],83801
[14279],33474
[14279],37797
[14279],83801
[15322],33474
[15322],37797
[15322],83801
[14167],33474
[14167],37797
[14167],83801
[14949],33474
[14949],37797
[14949],83801
[14291],33474
[14291],37797
[14291],83801
[15318],36322
[20479],36322
[15326],36322
[20204],36322
[14201],36322
[20398],36322
[20248],36322
[20290],36322
[15300],36322
[15299],36322
[15322],36322
[15180],36322
[14167],36322
[20480],36322
[20250],36322
[14333],36322
[14230],36322
[20407],36322
[20289],36322
[14145],36322
[18773],36322
[14773],36322
[20410],36322
[20411],36322
[20207],36322
[14720],36322
[15504],36322
[20413],36322
[20206],36322
[20415],36322
[20235],36322
[15314],36322
[14291],36322
[20421],36322
[20481],36322
[20422],36322
[20482],36322
[14172],36322
[15305],36322
[20483],36322
[15456],36322
[15771],36322
[16867],36322
[14495],36322
[20237],36322
[20284],36322
[20484],36322
[15914],36322
[20328],36322
[15318],37830
[20485],37830
[14269],37830
[15326],37830
[20204],37830
[14201],37830
[20248],37830
[15322],37830
[15180],37830
[15399],37830
[15476],37830
[16036],37830
[14159],37830
[14230],37830
[17560],37830
[14784],37830
[15425],37830
[16281],37830
[14807],37830
[16352],37830
[14030],37830
[15003],37830
[16532],37830
[14019],37830
[20206],37830
[17561],37830
[14336],37830
[14848],37830
[20422],37830
[15456],37830
[16867],37830
[14023],37830
[15914],37830
[15653],83802
[14352],83802
[14574],83802
[14283],83802
[15838],83802
[14911],83802
[19245],83802
[20486],83802
[16687],33618
[15762],33618
[14836],33618
[14835],33618
[14255],33618
[14846],33618
[15076],33618
[15200],33618
[16690],33618
[14308],33618
[15451],33618
[14317],33618
[16550],33618
[14258],33618
[14316],33618
[15150],33618
[14196],33618
[14212],33618
[14142],33618
[14163],33618
[15102],33618
[14162],33618
[15840],33618
[14302],33618
[14605],33618
[15836],33618
[14368],33618
[14282],33618
[15769],33618
[16210],33618
[14369],33618
[15418],33618
[14215],33618
[17624],33618
[16689],33618
[19350],29854
[19350],28441
[19351],29854
[19351],28441
[18576],29854
[18576],28441
[16443],29854
[16443],28441
[16687],83803
[15762],83803
[14836],83803
[14835],83803
[14255],83803
[14846],83803
[16690],83803
[14308],83803
[15451],83803
[14317],83803
[14212],83803
[14142],83803
[14163],83803
[14162],83803
[14605],83803
[15836],83803
[14282],83803
[15769],83803
[16210],83803
[14215],83803
[16689],83803
[16687],36286
[15762],36286
[14836],36286
[14835],36286
[14255],36286
[14846],36286
[16690],36286
[14317],36286
[14605],36286
[15836],36286
[14282],36286
[15769],36286
[16210],36286
[14215],36286
[16689],36286
[20148],33605
[14881],33605
[17338],33605
[14641],33605
[14807],33605
[16352],33605
[17339],33605
[15417],33605
[20151],33605
[14562],29387
[14562],83804
[20401],83805
[20401],36266
[20488],83790
[14338],83790
[14352],83790
[14158],83790
[15465],83790
[14227],83790
[15838],83790
[14197],83790
[14238],83790
[14278],83790
[14390],83790
[20489],83790
[14196],28052
[14816],33656
[14816],38682
[14816],35583
[14257],33656
[14257],38682
[14257],35583
[14217],33656
[14217],38682
[14217],35583
[14668],33656
[14668],38682
[14668],35583
[14691],33656
[14691],38682
[14691],35583
[17730],33656
[17730],38682
[17730],35583
[14910],39696
[20490],39696
[15600],39696
[15326],39696
[20402],39696
[15452],39696
[15322],39696
[14828],39696
[14772],39696
[15494],39696
[20407],39696
[18590],39696
[16217],39696
[14267],39696
[20340],39696
[20412],39696
[20491],39696
[15289],39696
[14286],39696
[14285],39696
[20428],39696
[20492],39696
[14309],39696
[14144],30035
[14972],30035
[18756],30035
[15879],30035
[15856],30035
[14910],83808
[14910],83809
[20402],83808
[20402],83809
[15452],83808
[15452],83809
[14828],83808
[14828],83809
[16217],83808
[16217],83809
[14267],83808
[14267],83809
[20340],83808
[20340],83809
[15179],33703
[20377],33703
[15696],33703
[14597],33703
[14943],33703
[14585],33703
[15180],33703
[14262],33703
[14221],33703
[14670],33703
[14230],33703
[14270],33703
[16837],33703
[15425],33703
[20494],33703
[14211],33703
[14235],33703
[14028],33703
[15003],33703
[14268],33703
[14733],33703
[14229],33703
[20495],33703
[20422],33703
[14545],33703
[20318],33703
[16347],33703
[15456],33703
[20496],33703
[16741],33703
[15809],33703
[14936],33703
[17345],33703
[16276],33703
[20257],33703
[15914],33703
[15179],83810
[15179],83811
[20293],83810
[20293],83811
[15885],83810
[15885],83811
[14880],83810
[14880],83811
[20497],83810
[20497],83811
[16825],83812
[14510],83812
[14774],83812
[20332],83812
[14768],83812
[20333],83812
[20334],83812
[15076],83812
[14635],83812
[14212],83812
[14142],83812
[14399],83812
[18695],83812
[14379],83812
[17226],83812
