hypergraph_idx,kg_idx,node_name
1073,20914,Mizoribine
1074,20916,Gusperimus
1075,20917,BCG vaccine
1076,20937,Elcatonin
1077,20962,Colestipol
1078,20996,Batefenterol
1079,21030,Calcium polycarbophil
1080,21043,Bavituximab
1081,21049,Iratumumab
1082,21051,Veltuzumab
1083,21053,Nimotuzumab
1084,21056,Motavizumab
1085,21060,Teplizumab
1086,21061,Volociximab
1087,21064,Conatumumab
1088,21065,Tabalumab
1089,21066,Ficlatuzumab
1090,21067,Figitumumab
1091,21070,Onartuzumab
1092,21073,Dalotuzumab
1093,21074,Emibetuzumab
1094,21075,Ublituximab
1095,21077,Seribantumab
1096,21079,Vadastuximab Talirine
1097,21080,Varlilumab
1098,21082,Rilotumumab
1099,21087,Patritumab
1100,21089,Tarextumab
1101,21090,Duligotuzumab
1102,21091,Simtuzumab
1103,21095,Ganitumab
1104,21102,Labetuzumab govitecan
1105,21103,Tanezumab
1106,21106,Dusigitumab
1107,21113,Bimagrumab
1108,21114,Tovetumab
1109,21115,Lumretuzumab
1110,21116,Intetumumab
1111,21118,Demcizumab
1112,21120,Ecromeximab
1113,21121,Naptumomab Estafenatox
1114,21124,Depatuxizumab
1115,21129,Milatuzumab
1116,21130,Robatumumab
1117,21132,Namilumab
1118,21134,Tregalizumab
1119,21150,Fosinoprilat
1120,21151,Ramiprilat
1121,21154,Quinaprilat
1122,21156,Setrusumab
1123,21157,Gancotamab
1124,21158,Anetumab ravtansine
1125,21160,Codrituzumab
1126,21161,Xentuzumab
1127,21165,Emactuzumab
1128,21176,Abrilumab
1129,21181,Utomilumab
1130,21192,Evinacumab
1131,21193,Istiratumab
1132,21194,Pidilizumab
1133,21196,Ladiratuzumab vedotin
1134,21202,Naratuximab emtansine
1135,21216,Allicin
1136,21218,Carmegliptin
1137,21219,Remogliflozin etabonate
1138,21222,Taspoglutide
1139,21229,Xanomeline
1140,21232,Oleandrin
1141,21234,Proscillaridin
1142,21238,Paclitaxel poliglumex
1143,21239,Lymecycline
1144,21252,Oxitriptan
1145,21254,Tramiprosate
1146,21258,Taranabant
1147,21262,Unoprostone
1148,21269,Edivoxetine
1149,21287,Psilocybin
1150,21288,Mosapride
1151,21293,Idalopirdine
1152,21294,Setrobuvir
1153,21295,Vabicaserin
1154,21303,Carisbamate
1155,21305,Esreboxetine
1156,21311,Ibipinabant
1157,21317,Neosaxitoxin
1158,21319,Nefiracetam
1159,21361,Oxiracetam
1160,21381,Palmidrol
1161,21388,Cannabinol
1162,21403,Atipamezole
1163,21405,Ritobegron
1164,21406,Abediterol
1165,21408,Acotiamide
1166,21433,SOR-C13
1167,21434,Mipomersen
1168,21458,Aramchol
1169,21472,Betulinic Acid
1170,21474,Pranoprofen
1171,21481,Levoleucovorin
1172,21498,Motesanib
1173,21499,Glesatinib
1174,21500,Pacritinib
1175,21503,Savolitinib
1176,21506,Bismuth subcitrate potassium
1177,21517,Tacalcitol
1178,21520,Ferumoxides
1179,21529,Peginterferon alfacon-1
1180,21540,Ferric carboxymaltose
1181,21554,ABT-288
1182,21564,Fosmidomycin
1183,21566,Salicylhydroxamic Acid
1184,21573,Thiamphenicol
1185,21579,Florfenicol
1186,21585,Thiostrepton
1187,21588,Ceftiofur
1188,21593,Cordycepin
1189,21594,Protionamide
1190,21596,Biapenem
1191,21598,Tunicamycin
1192,21605,Nifuratel
1193,21611,Murepavadin
1194,21615,Amorolfine
1195,21616,Ethiodized oil
1196,21617,Iohexol
1197,21618,Iopamidol
1198,21619,Glucarpidase
1199,21628,Flubendazole
1200,21630,Fenbendazole
1201,21641,Gamolenic acid
1202,21643,Satraplatin
1203,21647,R-306465
1204,21661,Verinurad
1205,21668,Thymalfasin
1206,21670,Ranpirnase
1207,21675,Pixantrone
1208,21676,Sapacitabine
1209,21677,Ginsenoside C
1210,21679,Masitinib
1211,21680,Aclarubicin
1212,21682,Dactolisib
1213,21683,Rabusertib
1214,21685,Treosulfan
1215,21688,Epacadostat
1216,21690,GSK-2636771
1217,21692,Infigratinib
1218,21693,Efatutazone
1219,21695,Guadecitabine
1220,21696,Vosaroxin
1221,21699,Trebananib
1222,21700,Volasertib
1223,21704,LCL-161
1224,21705,Taselisib
1225,21707,Rigosertib
1226,21713,Merestinib
1227,21714,10-hydroxycamptothecin
1228,21715,Sulforaphane
1229,21716,Taurolidine
1230,21717,Oltipraz
1231,21718,Pyrazoloacridine
1232,21719,Fosbretabulin
1233,21722,PU-H71
1234,21725,Salirasib
1235,21726,Methylselenocysteine
1236,21731,Buthionine Sulfoximine
1237,21732,Dianhydrogalactitol
1238,21733,Indole-3-carbinol
1239,21736,Mitolactol
1240,21737,Pinometostat
1241,21741,Rebastinib
1242,21744,Nimustine
1243,21745,X-396
1244,21746,Sizofiran
1245,21753,Lentinan
1246,21762,Combretastatin A4
1247,21763,Rivoceranib
1248,21764,AZD-5991
1249,21765,ONC-201
1250,21769,NUC-1031
1251,21772,Perillyl alcohol
1252,21783,Rupintrivir
1253,21784,Pleconaril
1254,21786,Alovudine
1255,21787,Maribavir
1256,21788,Elvucitabine
1257,21790,Dapivirine
1258,21791,Ruzasvir
1259,21792,Cenicriviroc
1260,21793,Faldaprevir
1261,21796,Sorivudine
1262,21799,Dexelvucitabine
1263,21800,Vesatolimod
1264,21803,Odalasvir
1265,21807,Adafosbuvir
1266,21809,BMS-955176
1267,21810,Uprifosbuvir
1268,21866,Selenomethionine
1269,21878,Nalorphine
1270,21881,Samidorphan
1271,21884,Nefopam
1272,21892,Bergapten
1273,21909,Cinnamaldehyde
1274,21913,Patiromer
1275,21920,Cinepazide
1276,21933,Ornidazole
1277,21939,Tagatose
1278,14014,Flunisolide
1279,14015,Alclometasone
1280,14016,Medrysone
1281,14017,Fluorometholone
1282,14018,Beclomethasone dipropionate
1283,14019,Betamethasone
1284,14020,Fluticasone propionate
1285,14021,Fluocinolone acetonide
1286,14022,Ulobetasol
1287,14023,Triamcinolone
1288,14024,Prednisone
1289,14025,Mitotane
1290,14026,Flumethasone
1291,14027,Fludrocortisone
1292,14028,Hydrocortisone
1293,14029,Flurandrenolide
1294,14030,Prednisolone
1295,14031,Rimexolone
1296,14032,Clobetasol propionate
1297,14033,Fluocinonide
1298,14034,Budesonide
1299,14036,Ciclesonide
1300,14038,Fluticasone furoate
1301,14042,Hydrocortisone acetate
1302,14048,Prednisolone phosphate
1303,14050,Prednisolone acetate
1304,14052,Vitamin A
1305,14054,Vitamin E
1306,14056,Fenretinide
1307,14058,Diethylstilbestrol
1308,14059,Liothyronine
1309,14060,Levothyroxine
1310,14061,Diclofenac
1311,14062,Diflunisal
1312,14063,Dimethyl sulfoxide
1313,14065,Genistein
1314,14066,Tetraiodothyroacetic acid
1315,14072,Resveratrol
1316,14106,Hydroxocobalamin
1317,14107,Glycyrrhizic acid
1318,14108,Ubidecarenone
1319,14110,alpha-Tocopherol acetate
1320,14111,Alitretinoin
1321,14112,Etretinate
1322,14113,Tamibarotene
1323,14114,Iron Dextran
1324,14115,Bismuth subsalicylate
1325,14127,Octreotide
1326,14128,Ascorbic acid
1327,14129,Lutein
1328,14130,Thiamine
1329,14131,Icosapent
1330,14132,Pyridoxine
1331,14133,Torasemide
1332,14134,Nelfinavir
1333,14135,Lovastatin
1334,14137,Butabarbital
1335,14138,Nevirapine
1336,14139,Benzatropine
1337,14140,Ziprasidone
1338,14141,Phenytoin
1339,14142,Metoprolol
1340,14143,Dicoumarol
1341,14144,Topiramate
1342,14145,Cefmetazole
1343,14146,Argatroban
1344,14147,Conjugated estrogens
1345,14148,Atomoxetine
1346,14149,Etonogestrel
1347,14150,Morphine
1348,14151,Desogestrel
1349,14152,Chlorthalidone
1350,14153,Valproic acid
1351,14154,Acetaminophen
1352,14155,Gefitinib
1353,14156,Amitriptyline
1354,14157,Hydromorphone
1355,14158,Indomethacin
1356,14159,Ipratropium
1357,14160,Methadone
1358,14161,Olanzapine
1359,14162,Atenolol
1360,14163,Diltiazem
1361,14164,Alprazolam
1362,14165,Rosiglitazone
1363,14166,Acetohexamide
1364,14167,Ampicillin
1365,14168,Spironolactone
1366,14170,Trifluridine
1367,14171,Meperidine
1368,14172,Cefalotin
1369,14173,Imipramine
1370,14174,Acitretin
1371,14175,Nabumetone
1372,14176,Fluoxetine
1373,14177,Duloxetine
1374,14178,Chlorpromazine
1375,14179,Raloxifene
1376,14180,Buspirone
1377,14181,Zidovudine
1378,14182,Oxycodone
1379,14183,Tolmetin
1380,14184,Ritonavir
1381,14185,Vancomycin
1382,14186,Cisplatin
1383,14187,Erlotinib
1384,14188,Ciprofloxacin
1385,14189,Nortriptyline
1386,14190,Fluorouracil
1387,14191,Piroxicam
1388,14192,Lamotrigine
1389,14193,Hydroxyzine
1390,14194,Methotrexate
1391,14195,Cephalexin
1392,14196,Propranolol
1393,14197,Fenoprofen
1394,14198,Clonidine
1395,14199,Sulfamethizole
1396,14200,Enalapril
1397,14201,Oxytetracycline
1398,14202,Labetalol
1399,14203,Medroxyprogesterone acetate
1400,14204,Sulindac
1401,14205,Nafcillin
1402,14206,Chloroquine
1403,14207,Imatinib
1404,14208,Testosterone
1405,14209,Efavirenz
1406,14210,Stavudine
1407,14211,Estrone
1408,14212,Verapamil
1409,14213,Tamoxifen
1410,14215,Losartan
1411,14216,Warfarin
1412,14217,Furosemide
1413,14218,Lamivudine
1414,14219,Flurbiprofen
1415,14220,Apomorphine
1416,14221,Norethisterone
1417,14222,Nateglinide
1418,14223,Risperidone
1419,14224,Meclizine
1420,14225,Gadobenic acid
1421,14226,Zileuton
1422,14227,Etodolac
1423,14228,Isoflurane
1424,14229,Tretinoin
1425,14230,Tetracycline
1426,14231,Irinotecan
1427,14232,Olopatadine
1428,14233,Hydroflumethiazide
1429,14234,Oxcarbazepine
1430,14235,Estradiol
1431,14236,Mefenamic acid
1432,14237,Acyclovir
1433,14238,Naproxen
1434,14239,Alfentanil
1435,14240,Indapamide
1436,14241,Fentanyl
1437,14242,Meloxicam
1438,14243,Sodium lauryl sulfate
1439,14244,Propofol
1440,14245,Diazepam
1441,14246,Oxazepam
1442,14247,Clofazimine
1443,14248,Cysteamine
1444,14249,Pseudoephedrine
1445,14250,Terbinafine
1446,14251,Tacrolimus
1447,14253,Chlorhexidine
1448,14254,Emtricitabine
1449,14255,Quinapril
1450,14256,Didanosine
1451,14257,Etacrynic acid
1452,14258,Quinidine
1453,14259,Repaglinide
1454,14260,Cyclobenzaprine
1455,14261,Metacycline
1456,14262,Salicylic acid
1457,14263,Salmeterol
1458,14264,Zalcitabine
1459,14265,Phenprocoumon
1460,14266,Fexofenadine
1461,14267,Isoniazid
1462,14268,Norgestimate
1463,14269,Methylprednisolone
1464,14270,Ethinylestradiol
1465,14271,Isotretinoin
1466,14272,Formoterol
1467,14273,Azathioprine
1468,14274,Auranofin
1469,14275,Doxorubicin
1470,14276,Hydrochlorothiazide
1471,14277,Letrozole
1472,14278,Ketoprofen
1473,14279,Sulfamethoxazole
1474,14280,Glyburide
1475,14281,Ketoconazole
1476,14282,Irbesartan
1477,14283,Probenecid
1478,14284,Fenofibrate
1479,14285,Gatifloxacin
1480,14286,Rifampicin
1481,14287,Ibuprofen
1482,14288,Benzylpenicillin
1483,14290,Echothiophate
1484,14291,Amoxicillin
1485,14292,Oxybutynin
1486,14293,Glipizide
1487,14294,Clonazepam
1488,14295,Promethazine
1489,14296,Atazanavir
1490,14297,Atorvastatin
1491,14298,Rosuvastatin
1492,14299,Sertraline
1493,14300,Miconazole
1494,14301,Nifedipine
1495,14302,Amiodarone
1496,14303,Gliclazide
1497,14304,Tolbutamide
1498,14305,Dutasteride
1499,14306,Pioglitazone
1500,14307,Tiludronic acid
1501,14308,Carvedilol
1502,14309,Levofloxacin
1503,14310,Doxepin
1504,14311,Cloxacillin
1505,14313,Arsenic trioxide
1506,14314,Naloxone
1507,14315,Desflurane
1508,14316,Flecainide
1509,14317,Captopril
1510,14318,Ceftriaxone
1511,14319,Saquinavir
1512,14320,Dexamethasone
1513,14321,Levodopa
1514,14322,Sevoflurane
1515,14323,Aripiprazole
1516,14324,Gemfibrozil
1517,14325,Clomipramine
1518,14326,Darunavir
1519,14327,Hydralazine
1520,14328,Exenatide
1521,14329,Insulin detemir
1522,14330,Fosphenytoin
1523,14331,Polythiazide
1524,14332,Cefazolin
1525,14333,Cefonicid
1526,14334,Cefoperazone
1527,14335,Cefotetan
1528,14336,Ephedrine
1529,14338,Colchicine
1530,14339,Digitoxin
1531,14340,Magnesium salicylate
1532,14341,Acenocoumarol
1533,14342,Testosterone propionate
1534,14346,Lopinavir
1535,14347,Hydroxychloroquine
1536,14351,Thiothixene
1537,14352,Topiroxostat
1538,14358,Palmitic Acid
1539,14359,Quercetin
1540,14360,Oleic Acid
1541,14362,Arachidonic Acid
1542,14364,Camptothecin
1543,14366,Dantron
1544,14368,Dronedarone
1545,14369,Nebivolol
1546,14370,Oritavancin
1547,14371,Pirfenidone
1548,14372,Tanespimycin
1549,14373,Vandetanib
1550,14374,Iodine
1551,14375,Telaprevir
1552,14376,Abiraterone
1553,14377,Cenobamate
1554,14378,Rufinamide
1555,14379,Prasugrel
1556,14380,Asenapine
1557,14381,Levocetirizine
1558,14382,Simeprevir
1559,14383,Oxymetholone
1560,14384,Prucalopride
1561,14385,Liraglutide
1562,14387,Methyltestosterone
1563,14388,Fospropofol
1564,14390,Azapropazone
1565,14398,Triflusal
1566,14399,Ticagrelor
1567,14400,Ivacaftor
1568,14401,Vismodegib
1569,14402,Pitavastatin
1570,14403,Rilpivirine
1571,14405,Vemurafenib
1572,14406,Mirabegron
1573,14407,Tofacitinib
1574,14408,Enzalutamide
1575,14409,Riociguat
1576,14410,Macitentan
1577,14411,Ibrutinib
1578,14412,Palbociclib
1579,14413,Nintedanib
1580,14415,Chlortetracycline
1581,14419,Dexibuprofen
1582,14420,Blonanserin
1583,14421,Aranidipine
1584,14422,Lacidipine
1585,14423,Levamlodipine
1586,14424,Methylene blue
1587,14425,Imidafenacin
1588,14426,Artesunate
1589,14427,Lumacaftor
1590,14428,Tenofovir alafenamide
1591,14434,Hydroquinone
1592,14435,Insulin degludec
1593,14436,Calcium citrate
1594,14439,Butamben
1595,14440,Arbutin
1596,14443,Grazoprevir
1597,14445,Delamanid
1598,14446,Vinflunine
1599,14447,Pitolisant
1600,14449,Selumetinib
1601,14450,Acalabrutinib
1602,14451,Rifamycin
1603,14452,Istradefylline
1604,14454,Nifurtimox
1605,14455,Ertugliflozin
1606,14456,Neratinib
1607,14457,Relugolix
1608,14458,Revefenacin
1609,14459,Delafloxacin
1610,14461,Glasdegib
1611,14462,Abemaciclib
1612,14463,Gilteritinib
1613,14465,Omadacycline
1614,14466,Favipiravir
1615,14467,Copanlisib
1616,14468,Lurbinectedin
1617,14469,Grapiprant
1618,14470,Darolutamide
1619,14471,Pexidartinib
1620,14472,Hypericin
1621,14475,Semaglutide
1622,14476,Testosterone cypionate
1623,14477,Testosterone enanthate
1624,14478,Testosterone undecanoate
1625,14479,Estradiol acetate
1626,14481,Estradiol cypionate
1627,14483,Estradiol valerate
1628,14484,Tenofovir
1629,14485,Aripiprazole lauroxil
1630,14489,Aluminum acetate
1631,14490,Zinc chloride
1632,14493,Dexamethasone acetate
1633,14494,Ripretinib
1634,14495,Cefiderocol
1635,14496,Human interferon beta
1636,14499,Elexacaftor
1637,14502,Asparaginase Escherichia coli
1638,14503,Pegaspargase
1639,14504,Floxuridine
1640,14505,Mephenytoin
1641,14506,Niacin
1642,14507,Clofibrate
1643,14508,Ethotoin
1644,14509,Meclofenamic acid
1645,14510,Heparin
1646,14511,Dantrolene
1647,14512,Diamorphine
1648,14514,Asparaginase Erwinia chrysanthemi
1649,14515,Etofenamate
1650,14516,Tegafur
1651,14520,Allantoin
1652,14522,Neocitrullamon
1653,14524,alpha-Tocopherol succinate
1654,14527,Fluoxymesterone
1655,14528,Danazol
1656,14529,2-Methoxyestradiol
1657,14530,Stanolone
1658,14537,Ranolazine
1659,14538,Disopyramide
1660,14539,Prazosin
1661,14540,Amoxapine
1662,14541,Tamsulosin
1663,14542,Maprotiline
1664,14543,Desipramine
1665,14544,Bupropion
1666,14545,Clindamycin
1667,14546,Metoclopramide
1668,14547,Penbutolol
1669,14551,Canagliflozin
1670,14552,Omega-3-carboxylic acids
1671,14554,Mecasermin
1672,14557,Turoctocog alfa pegol
1673,14558,Etomidate
1674,14559,Calcitriol
1675,14560,Ergocalciferol
1676,14561,Cholecalciferol
1677,14562,Alfacalcidol
1678,14572,alpha-Linolenic acid
1679,14574,Sulfinpyrazone
1680,14575,Dexchlorpheniramine maleate
1681,14578,Cholic Acid
1682,14579,Nitazoxanide
1683,14581,Cocaine
1684,14582,Nadolol
1685,14583,Solifenacin
1686,14584,L-Glutamine
1687,14585,Ammonia
1688,14587,Ethanol
1689,14588,Isosorbide mononitrate
1690,14589,Polyethylene glycol 400
1691,14590,Ozanimod
1692,14591,Glycine
1693,14594,Albutrepenonacog alfa
1694,14595,Desmopressin
1695,14596,Eletriptan
1696,14597,Dapsone
1697,14598,Dronabinol
1698,14599,Montelukast
1699,14600,Rofecoxib
1700,14601,Zafirlukast
1701,14602,Voriconazole
1702,14603,Chlorpropamide
1703,14604,Etoposide
1704,14605,Candesartan cilexetil
1705,14606,Thalidomide
1706,14607,Diphenhydramine
1707,14608,Ifosfamide
1708,14609,Zopiclone
1709,14610,Ketamine
1710,14612,Trabectedin
1711,14613,Zaltoprofen
1712,14615,Seratrodast
1713,14616,Dexketoprofen
1714,14619,"Antihemophilic factor, human recombinant"
1715,14620,Betrixaban
1716,14621,Lonoctocog alfa
1717,14622,Moroctocog alfa
1718,14623,Prasterone
1719,14624,Tibolone
1720,14625,Corticotropin
1721,14628,Tioguanine
1722,14629,Tryptophan
1723,14630,Omega-3-acid ethyl esters
1724,14632,Adenosine phosphate
1725,14633,Lumateperone
1726,14634,Nitric Oxide
1727,14635,Nitroglycerin
1728,14636,Amyl Nitrite
1729,14638,Benzyl alcohol
1730,14640,Propylthiouracil
1731,14641,Dopamine
1732,14643,Capsaicin
1733,14644,Sodium oxybate
1734,14645,Methionine
1735,14646,Succinic acid
1736,14650,Dabigatran etexilate
1737,14652,Potassium gluconate
1738,14653,Choline
1739,14655,Masoprocol
1740,14656,Cannabidiol
1741,14658,Omega-3 fatty acids
1742,14661,Nabiximols
1743,14662,Ribavirin
1744,14663,Aldesleukin
1745,14664,Sapropterin
1746,14665,Clodronic acid
1747,14667,Risedronic acid
1748,14668,Bumetanide
1749,14669,Bromfenac
1750,14670,Drospirenone
1751,14672,Prasterone sulfate
1752,14674,Seliciclib
1753,14677,Tafluprost
1754,14678,Folic acid
1755,14680,Zinc acetate
1756,14681,Ademetionine
1757,14682,Trimetrexate
1758,14684,Cupric sulfate
1759,14685,Progesterone
1760,14686,Clomifene
1761,14690,Bempedoic acid
1762,14691,Amiloride
1763,14694,Pegfilgrastim
1764,14695,Pegvisomant
1765,14696,Pentamidine
1766,14697,Plitidepsin
1767,14698,Pyrantel
1768,14699,Lusutrombopag
1769,14700,Tildrakizumab
1770,14701,Mefloquine
1771,14702,Ranitidine
1772,14703,Methantheline
1773,14704,Calcifediol
1774,14706,Cyanocobalamin
1775,14707,Ferrous sulfate anhydrous
1776,14708,Tucatinib
1777,14709,Gabapentin
1778,14710,Doxercalciferol
1779,14711,Chenodeoxycholic acid
1780,14712,Glycerin
1781,14713,Decitabine
1782,14714,Sofosbuvir
1783,14715,Coenzyme M
1784,14717,Streptokinase
1785,14718,Carbamoylcholine
1786,14719,Epirubicin
1787,14720,Carbenicillin
1788,14721,Orlistat
1789,14722,Suramin
1790,14725,Glycerol phenylbutyrate
1791,14726,Melatonin
1792,14727,Pralatrexate
1793,14729,Cimetidine
1794,14730,Metyrapone
1795,14731,Mibefradil
1796,14733,Levomefolic acid
1797,14734,Polaprezinc
1798,14735,Brexanolone
1799,14736,Oxaliplatin
1800,14737,Carboplatin
1801,14738,Busulfan
1802,14739,Curcumin
1803,14740,Chlorambucil
1804,14745,Levmetamfetamine
1805,14746,Trastuzumab deruxtecan
1806,14751,Zinc sulfate
1807,14754,Loteprednol etabonate
1808,14755,Edetate calcium disodium anhydrous
1809,14758,Capecitabine
1810,14759,Tegafur-uracil
1811,14761,Niraparib
1812,14762,Bendroflumethiazide
1813,14763,Trichlormethiazide
1814,14764,Mercaptopurine
1815,14765,Cobimetinib
1816,14768,Dalteparin
1817,14769,Ataluren
1818,14770,Bivalirudin
1819,14771,Ticlopidine
1820,14772,Aminosalicylic acid
1821,14773,Cefaclor
1822,14774,Enoxaparin
1823,14775,Calcipotriol
1824,14779,Tiopronin
1825,14780,Cytarabine
1826,14782,Biotin
1827,14783,Caffeine
1828,14784,Theophylline
1829,14785,Omeprazole
1830,14786,Lansoprazole
1831,14787,Flutamide
1832,14788,Amodiaquine
1833,14789,Daunorubicin
1834,14790,Primaquine
1835,14791,Mitoxantrone
1836,14792,Paclitaxel
1837,14793,Docetaxel
1838,14794,Dasatinib
1839,14796,Triclabendazole
1840,14797,Imipenem
1841,14798,Doripenem
1842,14799,Insulin human
1843,14801,Urokinase
1844,14802,Pemetrexed
1845,14805,Gabexate
1846,14806,Entacapone
1847,14807,Epinephrine
1848,14808,Dobutamine
1849,14809,Methyldopa
1850,14810,Micafungin
1851,14811,Nylidrin
1852,14813,Troglitazone
1853,14815,Carbimazole
1854,14816,Edetic acid
1855,14817,Exemestane
1856,14818,Tioconazole
1857,14819,Econazole
1858,14820,Bifonazole
1859,14821,Cyproterone acetate
1860,14822,Sulfathiazole
1861,14824,Buserelin
1862,14827,Oxytocin
1863,14828,Cycloserine
1864,14829,Flupentixol
1865,14830,Amantadine
1866,14831,Droxidopa
1867,14833,Riboflavin
1868,14834,Menadione
1869,14835,Benazepril
1870,14836,Ramipril
1871,14837,Pentagastrin
1872,14838,Succinylcholine
1873,14839,Sulpiride
1874,14841,Triflupromazine
1875,14842,Cinchocaine
1876,14843,Nizatidine
1877,14844,Diethylcarbamazine
1878,14845,Procaine
1879,14846,Perindopril
1880,14848,Terbutaline
1881,14849,Mechlorethamine
1882,14850,Oxybuprocaine
1883,14851,Cyclopentolate
1884,14853,Trimethaphan
1885,14854,Ambenonium
1886,14856,Chloroprocaine
1887,14861,Neostigmine
1888,14862,Bambuterol
1889,14864,Butyric Acid
1890,14868,Thiotepa
1891,14869,Clevidipine
1892,14871,Aprotinin
1893,14872,Glycine betaine
1894,14873,Aclidinium
1895,14874,Moxisylyte
1896,14875,Tretamine
1897,14876,Miltefosine
1898,14877,Glutathione
1899,14878,Cidofovir
1900,14880,Nicotine
1901,14881,Phenylephrine
1902,14882,Linezolid
1903,14883,Furazolidone
1904,14884,Phenelzine
1905,14885,Moclobemide
1906,14888,Farnesol
1907,14893,Iproniazid
1908,14895,Tedizolid phosphate
1909,14897,Zolmitriptan
1910,14898,Phenylpropanolamine
1911,14899,Sumatriptan
1912,14900,Almotriptan
1913,14901,Naratriptan
1914,14902,Rizatriptan
1915,14904,Safinamide
1916,14905,Pirlindole
1917,14906,Toloxatone
1918,14908,Ubrogepant
1919,14910,Pyrazinamide
1920,14911,Allopurinol
1921,14912,Deferoxamine
1922,14913,Trifluoperazine
1923,14914,Procarbazine
1924,14915,Inosine
1925,14918,Adenosine
1926,14919,Nelarabine
1927,14920,Erdosteine
1928,14921,Aspartic acid
1929,14922,Taurine
1930,14924,Diazoxide
1931,14926,Paricalcitol
1932,14933,Valaciclovir
1933,14934,Cyclosporine
1934,14935,Fluconazole
1935,14936,Erythromycin
1936,14937,Sildenafil
1937,14938,Reserpine
1938,14939,Indinavir
1939,14940,Lidocaine
1940,14941,Amcinonide
1941,14942,Terfenadine
1942,14943,Levonorgestrel
1943,14944,Amlodipine
1944,14945,Sorafenib
1945,14946,Nisoldipine
1946,14947,Cerivastatin
1947,14948,Teniposide
1948,14949,Chloramphenicol
1949,14950,Loratadine
1950,14951,Quinine
1951,14952,Haloperidol
1952,14953,Lercanidipine
1953,14954,Cyclophosphamide
1954,14955,Vincristine
1955,14956,Carbamazepine
1956,14957,Fenfluramine
1957,14958,Cisapride
1958,14959,Nicardipine
1959,14960,Astemizole
1960,14961,Simvastatin
1961,14962,Trazodone
1962,14963,Midazolam
1963,14964,Mycophenolate mofetil
1964,14965,Eplerenone
1965,14966,Amprenavir
1966,14967,Delavirdine
1967,14968,Modafinil
1968,14969,Clopidogrel
1969,14970,Mometasone
1970,14971,Tadalafil
1971,14972,Disulfiram
1972,14973,Mifepristone
1973,14974,Vardenafil
1974,14975,Sirolimus
1975,14976,Triazolam
1976,14977,Ondansetron
1977,14978,Bimatoprost
1978,14979,Zonisamide
1979,14980,Metronidazole
1980,14981,Buprenorphine
1981,14982,Zaleplon
1982,14983,Azelastine
1983,14984,Felodipine
1984,14985,Nitrendipine
1985,14986,Praziquantel
1986,14987,Fluvastatin
1987,14988,Pimozide
1988,14989,Quinacrine
1989,14990,Chlorpheniramine
1990,14991,Cilostazol
1991,14992,Itraconazole
1992,14993,Phenobarbital
1993,14994,Domperidone
1994,14995,Clarithromycin
1995,14996,Finasteride
1996,14997,Anastrozole
1997,14998,Halofantrine
1998,14999,Quetiapine
1999,15000,Lapatinib
2000,15001,Paliperidone
2001,15002,Sunitinib
2002,15003,Cortisone acetate
2003,15006,Iloperidone
2004,15008,Trastuzumab emtansine
2005,15009,Romidepsin
2006,15010,Rivaroxaban
2007,15011,Udenafil
2008,15012,Temsirolimus
2009,15013,Saxagliptin
2010,15014,Ambrisentan
2011,15015,Armodafinil
2012,15017,Lonafarnib
2013,15018,Midostaurin
2014,15019,Apixaban
2015,15020,Axitinib
2016,15021,Vicriviroc
2017,15022,Artemether
2018,15023,Gestodene
2019,15025,Cabazitaxel
2020,15026,Hydroxyprogesterone caproate
2021,15027,Crizotinib
2022,15028,Boceprevir
2023,15029,Perampanel
2024,15030,Ponatinib
2025,15033,Idelalisib
2026,15034,Cobicistat
2027,15035,Vortioxetine
2028,15036,Olaparib
2029,15038,Daclatasvir
2030,15039,Benidipine
2031,15040,Paritaprevir
2032,15042,Elbasvir
2033,15043,Asunaprevir
2034,15044,Isavuconazole
2035,15045,Tezacaftor
2036,15046,Icotinib
2037,15049,Osilodrostat
2038,15050,Valbenazine
2039,15051,Deflazacort
2040,15052,Lemborexant
2041,15053,Letermovir
2042,15054,Lorlatinib
2043,15055,Deutetrabenazine
2044,15056,Doravirine
2045,15057,Rucaparib
2046,15059,Troleandomycin
2047,15061,Umifenovir
2048,15062,Halometasone
2049,15063,Cloprednol
2050,15064,Mometasone furoate
2051,15067,Methylprednisolone hemisuccinate
2052,15072,Peginterferon alfa-2b
2053,15073,Fluvoxamine
2054,15074,Amphetamine
2055,15075,Cevimeline
2056,15076,Esmolol
2057,15077,Bortezomib
2058,15078,Tramadol
2059,15079,Betaxolol
2060,15080,Trospium
2061,15081,Midodrine
2062,15082,Citalopram
2063,15083,Reboxetine
2064,15084,Clotrimazole
2065,15085,Sulfanilamide
2066,15086,Clemastine
2067,15087,Venlafaxine
2068,15088,Bupivacaine
2069,15089,Codeine
2070,15090,Clobazam
2071,15092,Vinorelbine
2072,15093,Clozapine
2073,15094,Mirtazapine
2074,15095,Timolol
2075,15096,Palonosetron
2076,15097,Mexiletine
2077,15098,Promazine
2078,15099,Zolpidem
2079,15100,Prochlorperazine
2080,15101,Celecoxib
2081,15102,Sotalol
2082,15103,Darifenacin
2083,15104,Dextromethorphan
2084,15105,Carteolol
2085,15106,Cinnarizine
2086,15107,Vinblastine
2087,15108,Doxazosin
2088,15109,Piperazine
2089,15110,Fluphenazine
2090,15111,Dexmedetomidine
2091,15113,Galantamine
2092,15114,Thioridazine
2093,15115,Nicergoline
2094,15116,Paroxetine
